,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
1970,Boston,Boston,Empty,1997.08.18,"$328,000",Sjeng Schalken,Hard,/en/scores/archive/boston/80/1997/results,1997
1971,Long Island,Long Island,Empty,1997.08.18,"$328,000",Carlos Moya,Hard,/en/scores/archive/long-island/441/1997/results,1997
1972,US Open,New York,Empty,1997.08.25,"$5,152,000",Patrick Rafter,Hard,/en/scores/archive/us-open/560/1997/results,1997
1973,Bournemouth,Bournemouth,Empty,1997.09.08,"$400,000",Felix Mantilla,Clay,/en/scores/archive/bournemouth/620/1997/results,1997
1974,Marbella,Marbella,Empty,1997.09.08,"$328,000",Albert Costa,Clay,/en/scores/archive/marbella/7306/1997/results,1997
1975,Tashkent,Tashkent,Empty,1997.09.08,"$328,000",Tim Henman,Hard,/en/scores/archive/tashkent/73/1997/results,1997
1976,Bucharest,Bucharest,Empty,1997.09.22,"$500,000",Richard Fromberg,Clay,/en/scores/archive/bucharest/773/1997/results,1997
1977,Toulouse,Toulouse,Empty,1997.09.22,"$400,000",Nicolas Kiefer,Hard,/en/scores/archive/toulouse/327/1997/results,1997
1978,Grand Slam Cup,Munich,Germany,1997.09.23,"$6,000,000",Pete Sampras,Carpet,/en/scores/archive/munich/604/1997/results,1997
1979,Basel,Basel,Empty,1997.09.29,"$1,000,000",Greg Rusedski,Carpet,/en/scores/archive/basel/328/1997/results,1997
1980,Beijing,Beijing,Empty,1997.09.29,"$328,000",Jim Courier,Hard,/en/scores/archive/beijing/7307/1997/results,1997
1981,Palermo,Palermo,Empty,1997.09.29,"$328,000",Alberto Berasategui,Clay,/en/scores/archive/palermo/325/1997/results,1997
1982,Vienna,Vienna,Empty,1997.10.06,"$800,000",Goran Ivanisevic,Carpet,/en/scores/archive/vienna/337/1997/results,1997
1983,Singapore,Singapore,Empty,1997.10.06,"$675,000",Magnus Gustafsson,Carpet,/en/scores/archive/singapore/326/1997/results,1997
1984,Ostrava,Ostrava,Empty,1997.10.13,"$1,000,000",Karol Kucera,Carpet,/en/scores/archive/ostrava/348/1997/results,1997
1985,Lyon,Lyon,Empty,1997.10.13,"$750,000",Fabrice Santoro,Carpet,/en/scores/archive/lyon/7309/1997/results,1997
1986,ATP Masters 1000 Stuttgart,Stuttgart,Empty,1997.10.20,"$2,300,000",Petr Korda,Carpet,/en/scores/archive/stuttgart/357/1997/results,1997
1987,Mexico City,Mexico City,Empty,1997.10.20,"$330,000",Francisco Clavet,Clay,/en/scores/archive/mexico-city/807/1997/results,1997
1988,ATP Masters 1000 Paris,Paris,Empty,1997.10.27,"$2,550,000",Pete Sampras,Carpet,/en/scores/archive/paris/352/1997/results,1997
1989,Bogota,Bogota,Empty,1997.10.27,"$328,000",Francisco Clavet,Clay,/en/scores/archive/bogota/359/1997/results,1997
1990,Moscow,Moscow,Empty,1997.11.03,"$1,150,000",Yevgeny Kafelnikov,Carpet,/en/scores/archive/moscow/438/1997/results,1997
1991,Stockholm,Stockholm,Empty,1997.11.03,"$825,000",Jonas Bjorkman,Hard,/en/scores/archive/stockholm/429/1997/results,1997
1992,Santiago,Santiago,Empty,1997.11.03,"$328,000",Julian Alonso,Clay,/en/scores/archive/santiago/505/1997/results,1997
1993,ATP Tour World Championship,,Empty,1997.11.10,"$3,300,000",Pete Sampras,Hard,/en/scores/archive/atp-tour-world-championship/605/1997/results,1997
1994,Doha,Doha,Empty,1998.01.05,"$1,000,000",Petr Korda,Hard,/en/scores/archive/doha/451/1998/results,1998
1995,Adelaide,Adelaide,Empty,1998.01.05,"$340,000",Lleyton Hewitt,Hard,/en/scores/archive/adelaide/7308/1998/results,1998
1996,Auckland,Auckland,Empty,1998.01.12,"$340,000",Marcelo Rios,Hard,/en/scores/archive/auckland/301/1998/results,1998
1997,Sydney Outdoor,Sydney,Empty,1998.01.12,"$340,000",Karol Kucera,Hard,/en/scores/archive/sydney/338/1998/results,1998
1998,Australian Open,Melbourne,Empty,1998.01.19,"$3,140,107",Petr Korda,Hard,/en/scores/archive/australian-open/580/1998/results,1998
1999,Marseille,Marseille,Empty,1998.02.02,"$539,250",Thomas Enqvist,Hard,/en/scores/archive/marseille/496/1998/results,1998
2000,Split,Split,Empty,1998.02.02,"$400,000",Goran Ivanisevic,Carpet,/en/scores/archive/split/7301/1998/results,1998
2001,Dubai,Dubai,Empty,1998.02.09,"$1,039,250",Alex Corretja,Hard,/en/scores/archive/dubai/495/1998/results,1998
2002,San Jose,San Jose,Empty,1998.02.09,"$340,000",Andre Agassi,Hard,/en/scores/archive/san-jose/424/1998/results,1998
2003,St. Petersburg,St. Petersburg,Empty,1998.02.09,"$340,000",Richard Krajicek,Carpet,/en/scores/archive/st-petersburg/568/1998/results,1998
2004,Antwerp,Antwerp,Empty,1998.02.16,"$1,000,000",Greg Rusedski,Hard,/en/scores/archive/antwerp/430/1998/results,1998
2005,Memphis,Memphis,Empty,1998.02.16,"$825,000",Mark Philippoussis,Hard,/en/scores/archive/memphis/402/1998/results,1998
2006,London,London,Empty,1998.02.23,"$814,250",Yevgeny Kafelnikov,Carpet,/en/scores/archive/london/408/1998/results,1998
2007,Philadelphia,Philadelphia,Empty,1998.02.23,"$714,250",Pete Sampras,Hard,/en/scores/archive/philadelphia/401/1998/results,1998
2008,Rotterdam,Rotterdam,Empty,1998.03.02,"$750,000",Jan Siemerink,Carpet,/en/scores/archive/rotterdam/407/1998/results,1998
2009,Scottsdale,Scottsdale,Empty,1998.03.02,"$340,000",Andre Agassi,Hard,/en/scores/archive/scottsdale/433/1998/results,1998
2010,ATP Masters 1000 Indian Wells,Indian Wells,Empty,1998.03.09,"$2,450,000",Marcelo Rios,Hard,/en/scores/archive/indian-wells/404/1998/results,1998
2011,Copenhagen,Copenhagen,Empty,1998.03.09,"$235,000",Magnus Gustafsson,Carpet,/en/scores/archive/copenhagen/481/1998/results,1998
2012,ATP Masters 1000 Miami,Miami,Empty,1998.03.16,"$2,700,000",Marcelo Rios,Hard,/en/scores/archive/miami/403/1998/results,1998
2013,Casablanca,Casablanca,Empty,1998.03.23,"$235,000",Andrea Gaudenzi,Clay,/en/scores/archive/casablanca/360/1998/results,1998
2014,Estoril,Estoril,Empty,1998.04.06,"$625,000",Alberto Berasategui,Clay,/en/scores/archive/estoril/468/1998/results,1998
2015,Chennai,Chennai,Empty,1998.04.06,"$430,000",Patrick Rafter,Hard,/en/scores/archive/chennai/891/1998/results,1998
2016,Hong Kong,Hong Kong,Empty,1998.04.06,"$340,000",Kenneth Carlsen,Hard,/en/scores/archive/hong-kong/336/1998/results,1998
2017,Barcelona,Barcelona,Empty,1998.04.13,"$950,000",Todd Martin,Clay,/en/scores/archive/barcelona/425/1998/results,1998
2018,Tokyo,Tokyo,Empty,1998.04.13,"$700,000",Andrei Pavel,Hard,/en/scores/archive/tokyo/329/1998/results,1998
2019,ATP Masters 1000 Monte Carlo,Monte Carlo,Empty,1998.04.20,"$2,450,000",Carlos Moya,Clay,/en/scores/archive/monte-carlo/410/1998/results,1998
2020,Orlando,Orlando,Empty,1998.04.20,"$289,250",Jim Courier,Clay,/en/scores/archive/orlando/717/1998/results,1998
2021,Munich,Munich,Empty,1998.04.27,"$525,000",Thomas Enqvist,Clay,/en/scores/archive/munich/308/1998/results,1998
2022,Prague,Prague,Empty,1998.04.27,"$365,000",Fernando Meligeni,Clay,/en/scores/archive/prague/379/1998/results,1998
2023,Atlanta,Atlanta,Empty,1998.04.27,"$340,000",Pete Sampras,Clay,/en/scores/archive/atlanta/409/1998/results,1998
2024,ATP Masters 1000 Hamburg,Hamburg,Empty,1998.05.04,"$2,450,000",Albert Costa,Clay,/en/scores/archive/hamburg/414/1998/results,1998
2025,Coral Springs,,Empty,1998.05.04,"$270,000",Andrew Ilie,Clay,/en/scores/archive/coral-springs/499/1998/results,1998
2026,ATP Masters 1000 Rome,Rome,Empty,1998.05.11,"$2,450,000",Marcelo Rios,Clay,/en/scores/archive/rome/416/1998/results,1998
2027,World Team Cup,Dusseldorf,Empty,1998.05.18,"$2,450,000",Tommy Haas,Clay,/en/scores/archive/dusseldorf/615/1998/results,1998
2028,St. Poelten,St. Poelten,Empty,1998.05.18,"$425,000",Marcelo Rios,Clay,/en/scores/archive/st-poelten/306/1998/results,1998
2029,Roland Garros,Paris,Empty,1998.05.25,"$5,026,607",Carlos Moya,Clay,/en/scores/archive/roland-garros/520/1998/results,1998
2030,Halle,Halle,Empty,1998.06.08,"$900,000",Yevgeny Kafelnikov,Grass,/en/scores/archive/halle/500/1998/results,1998
2031,London / Queen's Club,London,Empty,1998.06.08,"$750,000",Scott Draper,Grass,/en/scores/archive/london/311/1998/results,1998
2032,Bologna,Bologna,Empty,1998.06.08,"$340,000",Julian Alonso,Clay,/en/scores/archive/bologna/312/1998/results,1998
2033,'s-Hertogenbosch,s-Hertogenbosch,Empty,1998.06.15,"$500,000",Patrick Rafter,Grass,/en/scores/archive/s-hertogenbosch/440/1998/results,1998
2034,Nottingham,Nottingham,Empty,1998.06.15,"$340,000",Jonas Bjorkman,Grass,/en/scores/archive/nottingham/741/1998/results,1998
2035,Wimbledon,London,Empty,1998.06.22,"$5,638,006",Pete Sampras,Grass,/en/scores/archive/wimbledon/540/1998/results,1998
2036,Gstaad,Gstaad,Empty,1998.07.06,"$550,000",Alex Corretja,Clay,/en/scores/archive/gstaad/314/1998/results,1998
2037,Bastad,Bastad,Empty,1998.07.06,"$340,000",Magnus Gustafsson,Clay,/en/scores/archive/bastad/316/1998/results,1998
2038,Newport,Newport,Empty,1998.07.06,"$300,000",Leander Paes,Grass,/en/scores/archive/newport/315/1998/results,1998
2039,Stuttgart Outdoor,Stuttgart,Empty,1998.07.20,"$1,040,000",Gustavo Kuerten,Clay,/en/scores/archive/stuttgart/321/1998/results,1998
2040,Washington,Washington,Empty,1998.07.20,"$700,000",Andre Agassi,Hard,/en/scores/archive/washington/418/1998/results,1998
2041,Kitzbuehel,Kitzbuehel,Empty,1998.07.27,"$525,000",Albert Costa,Clay,/en/scores/archive/kitzbuehel/319/1998/results,1998
2042,Umag,Umag,Empty,1998.07.27,"$400,000",Bohdan Ulihrach,Clay,/en/scores/archive/umag/439/1998/results,1998
2043,Los Angeles,Los Angeles,Empty,1998.07.27,"$340,000",Andre Agassi,Hard,/en/scores/archive/los-angeles/423/1998/results,1998
2044,ATP Masters 1000 Canada,Toronto,Empty,1998.08.03,"$2,450,000",Patrick Rafter,Hard,/en/scores/archive/toronto/421/1998/results,1998
2045,Amsterdam,Amsterdam,Empty,1998.08.03,"$500,000",Magnus Norman,Clay,/en/scores/archive/amsterdam/317/1998/results,1998
2046,ATP Masters 1000 Cincinnati,Cincinnati,Empty,1998.08.10,"$2,450,000",Patrick Rafter,Hard,/en/scores/archive/cincinnati/422/1998/results,1998
2047,San Marino,San Marino,Empty,1998.08.10,"$300,000",Dominik Hrbaty,Clay,/en/scores/archive/san-marino/475/1998/results,1998
2048,Indianapolis,Indianapolis,Empty,1998.08.17,"$1,040,000",Alex Corretja,Hard,/en/scores/archive/indianapolis/419/1998/results,1998
2049,New Haven,New Haven,Empty,1998.08.17,"$870,000",Karol Kucera,Hard,/en/scores/archive/new-haven/420/1998/results,1998
2050,Boston,Boston,Empty,1998.08.24,"$340,000",Michael Chang,Hard,/en/scores/archive/boston/80/1998/results,1998
2051,Long Island,Long Island,Empty,1998.08.24,"$340,000",Patrick Rafter,Hard,/en/scores/archive/long-island/441/1998/results,1998
2052,US Open,New York,Empty,1998.08.31,"$6,032,000",Patrick Rafter,Hard,/en/scores/archive/us-open/560/1998/results,1998
2053,Bucharest,Bucharest,Empty,1998.09.14,"$500,000",Francisco Clavet,Clay,/en/scores/archive/bucharest/773/1998/results,1998
2054,Tashkent,Tashkent,Empty,1998.09.14,"$500,000",Tim Henman,Hard,/en/scores/archive/tashkent/73/1998/results,1998
2055,Bournemouth,Bournemouth,Empty,1998.09.14,"$400,000",Felix Mantilla,Clay,/en/scores/archive/bournemouth/620/1998/results,1998
2056,Grand Slam Cup,Munich,Germany,1998.09.28,"$4,200,000",Marcelo Rios,Hard,/en/scores/archive/munich/604/1998/results,1998
2057,Mallorca,Mallorca,Empty,1998.09.28,"$475,000",Gustavo Kuerten,Clay,/en/scores/archive/mallorca/7306/1998/results,1998
2058,Toulouse,Toulouse,Empty,1998.09.28,"$400,000",Jan Siemerink,Hard,/en/scores/archive/toulouse/327/1998/results,1998
2059,Basel,Basel,Empty,1998.10.05,"$1,000,000",Tim Henman,Carpet,/en/scores/archive/basel/328/1998/results,1998
2060,Palermo,Palermo,Empty,1998.10.05,"$340,000",Mariano Puerta,Clay,/en/scores/archive/palermo/325/1998/results,1998
2061,Shanghai,Shanghai,Empty,1998.10.05,"$340,000",Michael Chang,Hard,/en/scores/archive/shanghai/890/1998/results,1998
2062,Vienna,Vienna,Empty,1998.10.12,"$800,000",Pete Sampras,Carpet,/en/scores/archive/vienna/337/1998/results,1998
2063,Singapore,Singapore,Empty,1998.10.12,"$700,000",Marcelo Rios,Hard,/en/scores/archive/singapore/326/1998/results,1998
2064,Ostrava,Ostrava,Empty,1998.10.19,"$1,000,000",Andre Agassi,Carpet,/en/scores/archive/ostrava/348/1998/results,1998
2065,Lyon,Lyon,Empty,1998.10.19,"$750,000",Alex Corretja,Carpet,/en/scores/archive/lyon/7309/1998/results,1998
2066,ATP Masters 1000 Stuttgart,Stuttgart,Empty,1998.10.26,"$2,450,000",Richard Krajicek,Hard,/en/scores/archive/stuttgart/357/1998/results,1998
2067,Mexico City,Mexico City,Empty,1998.10.26,"$340,000",Jiri Novak,Clay,/en/scores/archive/mexico-city/807/1998/results,1998
2068,ATP Masters 1000 Paris,Paris,Empty,1998.11.02,"$2,550,000",Greg Rusedski,Carpet,/en/scores/archive/paris/352/1998/results,1998
2069,Bogota,Bogota,Empty,1998.11.02,"$340,000",Mariano Zabaleta,Clay,/en/scores/archive/bogota/359/1998/results,1998
2070,Moscow,Moscow,Empty,1998.11.09,"$1,150,000",Yevgeny Kafelnikov,Carpet,/en/scores/archive/moscow/438/1998/results,1998
2071,Stockholm,Stockholm,Empty,1998.11.09,"$825,000",Todd Martin,Hard,/en/scores/archive/stockholm/429/1998/results,1998
2072,Santiago,Santiago,Empty,1998.11.09,"$340,000",Francisco Clavet,Clay,/en/scores/archive/santiago/505/1998/results,1998
2073,ATP Tour World Championship,,Empty,1998.11.23,"$3,300,000",Alex Corretja,Hard,/en/scores/archive/atp-tour-world-championship/605/1998/results,1998
2074,Doha,Doha,Empty,1999.01.04,"$1,000,000",Rainer Schuettler,Hard,/en/scores/archive/doha/451/1999/results,1999
2075,Adelaide,Adelaide,Empty,1999.01.04,"$350,000",Thomas Enqvist,Hard,/en/scores/archive/adelaide/7308/1999/results,1999
2076,Auckland,Auckland,Empty,1999.01.11,"$350,000",Sjeng Schalken,Hard,/en/scores/archive/auckland/301/1999/results,1999
2077,Sydney,Sydney,Empty,1999.01.11,"$350,000",Todd Martin,Hard,/en/scores/archive/sydney/338/1999/results,1999
2078,Australian Open,Melbourne,Empty,1999.01.18,"$3,539,387",Yevgeny Kafelnikov,Hard,/en/scores/archive/australian-open/580/1999/results,1999
2079,Marseille,Marseille,Empty,1999.02.01,"$539,250",Fabrice Santoro,Hard,/en/scores/archive/marseille/496/1999/results,1999
2080,Dubai,Dubai,Empty,1999.02.08,"$1,039,250",Jerome Golmard,Hard,/en/scores/archive/dubai/495/1999/results,1999
2081,San Jose,San Jose,Empty,1999.02.08,"$350,000",Mark Philippoussis,Hard,/en/scores/archive/san-jose/424/1999/results,1999
2082,St. Petersburg,St. Petersburg,Empty,1999.02.08,"$350,000",Marc Rosset,Carpet,/en/scores/archive/st-petersburg/568/1999/results,1999
2083,Rotterdam,Rotterdam,Empty,1999.02.15,"$850,000",Yevgeny Kafelnikov,Carpet,/en/scores/archive/rotterdam/407/1999/results,1999
2084,Memphis,Memphis,Empty,1999.02.15,"$825,000",Tommy Haas,Hard,/en/scores/archive/memphis/402/1999/results,1999
2085,London,London,Empty,1999.02.22,"$814,250",Richard Krajicek,Carpet,/en/scores/archive/london/408/1999/results,1999
2086,Scottsdale,Scottsdale,Empty,1999.03.01,"$350,000",Jan-Michael Gambill,Hard,/en/scores/archive/scottsdale/433/1999/results,1999
2087,Copenhagen,Copenhagen,Empty,1999.03.01,"$240,000",Magnus Gustafsson,Carpet,/en/scores/archive/copenhagen/481/1999/results,1999
2088,ATP Masters 1000 Indian Wells,Indian Wells,Empty,1999.03.08,"$2,450,000",Mark Philippoussis,Hard,/en/scores/archive/indian-wells/404/1999/results,1999
2089,ATP Masters 1000 Miami,Miami,Empty,1999.03.15,"$2,700,000",Richard Krajicek,Hard,/en/scores/archive/miami/403/1999/results,1999
2090,Casablanca,Casablanca,Empty,1999.03.22,"$240,000",Alberto Martin,Clay,/en/scores/archive/casablanca/360/1999/results,1999
2091,Estoril,Estoril,Empty,1999.04.05,"$625,000",Albert Costa,Clay,/en/scores/archive/estoril/468/1999/results,1999
2092,Chennai,Chennai,Empty,1999.04.05,"$430,000",Byron Black,Hard,/en/scores/archive/chennai/891/1999/results,1999
2093,Hong Kong,Hong Kong,Empty,1999.04.05,"$350,000",Andre Agassi,Hard,/en/scores/archive/hong-kong/336/1999/results,1999
2094,Barcelona,Barcelona,Empty,1999.04.12,"$950,000",Felix Mantilla,Clay,/en/scores/archive/barcelona/425/1999/results,1999
2095,Tokyo,Tokyo,Empty,1999.04.12,"$725,000",Nicolas Kiefer,Hard,/en/scores/archive/tokyo/329/1999/results,1999
2096,ATP Masters 1000 Monte Carlo,Monte Carlo,Empty,1999.04.19,"$2,450,000",Gustavo Kuerten,Clay,/en/scores/archive/monte-carlo/410/1999/results,1999
2097,Orlando,Orlando,Empty,1999.04.19,"$289,250",Magnus Norman,Clay,/en/scores/archive/orlando/717/1999/results,1999
2098,Munich,Munich,Empty,1999.04.26,"$525,000",Franco Squillari,Clay,/en/scores/archive/munich/308/1999/results,1999
2099,Prague,Prague,Empty,1999.04.26,"$500,000",Dominik Hrbaty,Clay,/en/scores/archive/prague/379/1999/results,1999
2100,Atlanta,Atlanta,Empty,1999.04.26,"$350,000",Stefan Koubek,Clay,/en/scores/archive/atlanta/409/1999/results,1999
2101,ATP Masters 1000 Hamburg,Hamburg,Empty,1999.05.03,"$2,450,000",Marcelo Rios,Clay,/en/scores/archive/hamburg/414/1999/results,1999
2102,Delray Beach,Delray Beach,Empty,1999.05.03,"$270,000",Lleyton Hewitt,Clay,/en/scores/archive/delray-beach/499/1999/results,1999
2103,ATP Masters 1000 Rome,Rome,Empty,1999.05.10,"$2,450,000",Gustavo Kuerten,Clay,/en/scores/archive/rome/416/1999/results,1999
2104,World Team Cup,Dusseldorf,Empty,1999.05.16,"$1,650,000",Jonas Bjorkman,Clay,/en/scores/archive/dusseldorf/615/1999/results,1999
2105,St. Poelten,St. Poelten,Empty,1999.05.17,"$425,000",Marcelo Rios,Clay,/en/scores/archive/st-poelten/306/1999/results,1999
2106,Roland Garros,Paris,Empty,1999.05.24,"$5,159,915",Andre Agassi,Clay,/en/scores/archive/roland-garros/520/1999/results,1999
2107,Halle,Halle,Empty,1999.06.07,"$900,000",Nicolas Kiefer,Grass,/en/scores/archive/halle/500/1999/results,1999
2108,London / Queen's Club,London,Empty,1999.06.07,"$750,000",Pete Sampras,Grass,/en/scores/archive/london/311/1999/results,1999
2109,Merano,Merano,Empty,1999.06.07,"$350,000",Fernando Vicente,Clay,/en/scores/archive/merano/473/1999/results,1999
2110,'s-Hertogenbosch,s-Hertogenbosch,Empty,1999.06.14,"$500,000",Patrick Rafter,Grass,/en/scores/archive/s-hertogenbosch/440/1999/results,1999
2111,Nottingham,Nottingham,Empty,1999.06.14,"$350,000",Cedric Pioline,Grass,/en/scores/archive/nottingham/741/1999/results,1999
2112,Wimbledon,London,Empty,1999.06.21,"$5,614,685",Pete Sampras,Grass,/en/scores/archive/wimbledon/540/1999/results,1999
2113,Gstaad,Gstaad,Empty,1999.07.05,"$550,000",Albert Costa,Clay,/en/scores/archive/gstaad/314/1999/results,1999
2114,Bastad,Bastad,Empty,1999.07.05,"$350,000",Juan Antonio Marin,Clay,/en/scores/archive/bastad/316/1999/results,1999
2115,Newport,Newport,Empty,1999.07.05,"$320,000",Chris Woodruff,Grass,/en/scores/archive/newport/315/1999/results,1999
2116,Stuttgart Outdoor,Stuttgart,Empty,1999.07.19,"$1,040,000",Magnus Norman,Clay,/en/scores/archive/stuttgart/321/1999/results,1999
2117,Kitzbuhel,Kitzbuhel,Empty,1999.07.26,"$525,000",Albert Costa,Clay,/en/scores/archive/kitzbuhel/319/1999/results,1999
2118,Umag,Umag,Empty,1999.07.26,"$400,000",Magnus Norman,Clay,/en/scores/archive/umag/439/1999/results,1999
2119,Los Angeles,Los Angeles,Empty,1999.07.26,"$350,000",Pete Sampras,Hard,/en/scores/archive/los-angeles/423/1999/results,1999
2120,ATP Masters 1000 Canada,Montreal,Empty,1999.08.02,"$2,450,000",Thomas Johansson,Hard,/en/scores/archive/montreal/421/1999/results,1999
2121,Amsterdam,Amsterdam,Empty,1999.08.02,"$500,000",Younes El Aynaoui,Clay,/en/scores/archive/amsterdam/317/1999/results,1999
2122,ATP Masters 1000 Cincinnati,Cincinnati,Empty,1999.08.09,"$2,450,000",Pete Sampras,Hard,/en/scores/archive/cincinnati/422/1999/results,1999
2123,San Marino,San Marino,Empty,1999.08.09,"$300,000",Galo Blanco,Clay,/en/scores/archive/san-marino/475/1999/results,1999
2124,Indianapolis,Indianapolis,Empty,1999.08.16,"$870,000",Nicolas Lapentti,Hard,/en/scores/archive/indianapolis/419/1999/results,1999
2125,Washington,Washington,Empty,1999.08.16,"$725,000",Andre Agassi,Hard,/en/scores/archive/washington/418/1999/results,1999
2126,Boston,Boston,Empty,1999.08.23,"$350,000",Marat Safin,Hard,/en/scores/archive/boston/80/1999/results,1999
2127,Long Island,Long Island,Empty,1999.08.23,"$350,000",Magnus Norman,Hard,/en/scores/archive/long-island/441/1999/results,1999
2128,US Open,New York,Empty,1999.08.30,"$6,235,000",Andre Agassi,Hard,/en/scores/archive/us-open/560/1999/results,1999
2129,Mallorca,Mallorca,Empty,1999.09.13,"$500,000",Juan Carlos Ferrero,Clay,/en/scores/archive/mallorca/7306/1999/results,1999
2130,Tashkent,Tashkent,Empty,1999.09.13,"$500,000",Nicolas Kiefer,Hard,/en/scores/archive/tashkent/73/1999/results,1999
2131,Bournemouth,Bournemouth,Empty,1999.09.13,"$400,000",Adrian Voinea,Clay,/en/scores/archive/bournemouth/620/1999/results,1999
2132,Grand Slam Cup,Munich,Germany,1999.09.27,"$4,200,000",Greg Rusedski,Hard,/en/scores/archive/munich/604/1999/results,1999
2133,Toulouse,Toulouse,Empty,1999.09.27,"$400,000",Nicolas Escude,Hard,/en/scores/archive/toulouse/327/1999/results,1999
2134,Bucharest,Bucharest,Empty,1999.09.27,"$350,000",Alberto Martin,Clay,/en/scores/archive/bucharest/773/1999/results,1999
2135,Basel,Basel,Empty,1999.10.04,"$1,000,000",Karol Kucera,Carpet,/en/scores/archive/basel/328/1999/results,1999
2136,Palermo,Palermo,Empty,1999.10.04,"$350,000",Arnaud Di Pasquale,Clay,/en/scores/archive/palermo/325/1999/results,1999
2137,Shanghai,Shanghai,China,1999.10.04,"$350,000",Magnus Norman,Hard,/en/scores/archive/shanghai/890/1999/results,1999
2138,Vienna,Vienna,Empty,1999.10.11,"$800,000",Greg Rusedski,Hard,/en/scores/archive/vienna/337/1999/results,1999
2139,Singapore,Singapore,Empty,1999.10.11,"$725,000",Marcelo Rios,Hard,/en/scores/archive/singapore/326/1999/results,1999
2140,Lyon,Lyon,Empty,1999.10.18,"$750,000",Nicolas Lapentti,Carpet,/en/scores/archive/lyon/7309/1999/results,1999
2141,ATP Masters 1000 Stuttgart,Stuttgart,Empty,1999.10.25,"$2,450,000",Thomas Enqvist,Hard,/en/scores/archive/stuttgart/357/1999/results,1999
2142,ATP Masters 1000 Paris,Paris,Empty,1999.11.01,"$2,550,000",Andre Agassi,Carpet,/en/scores/archive/paris/352/1999/results,1999
2143,Moscow,Moscow,Empty,1999.11.08,"$1,000,000",Yevgeny Kafelnikov,Carpet,/en/scores/archive/moscow/438/1999/results,1999
2144,Stockholm,Stockholm,Empty,1999.11.08,"$825,000",Thomas Enqvist,Hard,/en/scores/archive/stockholm/429/1999/results,1999
2145,ATP Tour World Championship,,Empty,1999.11.22,"$3,600,000",Pete Sampras,Hard,/en/scores/archive/atp-tour-world-championship/605/1999/results,1999
2146,Doha,Doha,Empty,2000.01.03,"$1,000,000",Fabrice Santoro,Hard,/en/scores/archive/doha/451/2000/results,2000
2147,Chennai,Chennai,Empty,2000.01.03,"$430,000",Jerome Golmard,Hard,/en/scores/archive/chennai/891/2000/results,2000
2148,Adelaide,Adelaide,Empty,2000.01.03,"$350,000",Lleyton Hewitt,Hard,/en/scores/archive/adelaide/7308/2000/results,2000
2149,Auckland,Auckland,Empty,2000.01.10,"$350,000",Magnus Norman,Hard,/en/scores/archive/auckland/301/2000/results,2000
2150,Sydney,Sydney,Empty,2000.01.10,"$350,000",Lleyton Hewitt,Hard,/en/scores/archive/sydney/338/2000/results,2000
2151,Australian Open,Melbourne,Empty,2000.01.17,"$3,864,414",Andre Agassi,Hard,/en/scores/archive/australian-open/580/2000/results,2000
2152,Dubai,Dubai,Empty,2000.02.07,"$1,000,000",Nicolas Kiefer,Hard,/en/scores/archive/dubai/495/2000/results,2000
2153,Marseille,Marseille,Empty,2000.02.07,"$500,000",Marc Rosset,Hard,/en/scores/archive/marseille/496/2000/results,2000
2154,San Jose,San Jose,Empty,2000.02.07,"$375,000",Mark Philippoussis,Hard,/en/scores/archive/san-jose/424/2000/results,2000
2155,Rotterdam,Rotterdam,Empty,2000.02.14,"$850,000",Cedric Pioline,Hard,/en/scores/archive/rotterdam/407/2000/results,2000
2156,Memphis,Memphis,Empty,2000.02.14,"$800,000",Magnus Larsson,Hard,/en/scores/archive/memphis/402/2000/results,2000
2157,London,London,Empty,2000.02.21,"$800,000",Marc Rosset,Hard,/en/scores/archive/london/408/2000/results,2000
2158,Mexico City,Mexico City,Empty,2000.02.21,"$800,000",Juan Ignacio Chela,Clay,/en/scores/archive/mexico-city/807/2000/results,2000
2159,Santiago,Santiago,Empty,2000.02.28,"$375,000",Gustavo Kuerten,Clay,/en/scores/archive/santiago/505/2000/results,2000
2160,Copenhagen,Copenhagen,Empty,2000.02.28,"$350,000",Andreas Vinciguerra,Hard,/en/scores/archive/copenhagen/481/2000/results,2000
2161,Delray Beach,Delray Beach,Empty,2000.02.28,"$350,000",Stefan Koubek,Hard,/en/scores/archive/delray-beach/499/2000/results,2000
2162,Bogota,Bogota,Empty,2000.03.06,"$375,000",Mariano Puerta,Clay,/en/scores/archive/bogota/359/2000/results,2000
2163,Scottsdale,Scottsdale,Empty,2000.03.06,"$375,000",Lleyton Hewitt,Hard,/en/scores/archive/scottsdale/433/2000/results,2000
2164,ATP Masters 1000 Indian Wells,Indian Wells,Empty,2000.03.13,"$2,950,000",Alex Corretja,Hard,/en/scores/archive/indian-wells/404/2000/results,2000
2165,ATP Masters 1000 Miami,Miami,Empty,2000.03.20,"$3,200,000",Pete Sampras,Hard,/en/scores/archive/miami/403/2000/results,2000
2166,Estoril,Estoril,Empty,2000.04.10,"$625,000",Carlos Moya,Clay,/en/scores/archive/estoril/468/2000/results,2000
2167,Atlanta,Atlanta,Empty,2000.04.10,"$375,000",Andrew Ilie,Clay,/en/scores/archive/atlanta/409/2000/results,2000
2168,Casablanca,Casablanca,Empty,2000.04.10,"$350,000",Fernando Vicente,Clay,/en/scores/archive/casablanca/360/2000/results,2000
