,Home,Away,Home Score,Away Score,Tournament,Year,City,Country
5064,Denis Naegelen,Jose Castanon,2,1,Madrid,1976,Madrid,Empty
5065,Victor Pecci,Barry Phillips-Moore,2,0,Madrid,1976,Madrid,Empty
5066,Martin Robinson,Russell Simpson,2,1,Madrid,1976,Madrid,Empty
5067,Roger Taylor,Ernesto Vazquez-Barreira,2,0,Madrid,1976,Madrid,Empty
5068,Jairo Velasco Sr,Javier Restrepo,2,0,Madrid,1976,Madrid,Empty
5069,Jimmy Connors,Ross Case,2,0,Denver WCT,1976,Denver,Empty
5070,Jimmy Connors,Raul Ramirez,2,0,Denver WCT,1976,Denver,Empty
5071,Ross Case,Brian Gottfried,2,1,Denver WCT,1976,Denver,Empty
5072,Jimmy Connors,John Alexander,0,0,Denver WCT,1976,Denver,Empty
5073,Raul Ramirez,Charlie Pasarell,2,0,Denver WCT,1976,Denver,Empty
5074,Ross Case,Geoff Masters,2,1,Denver WCT,1976,Denver,Empty
5075,Brian Gottfried,Billy Martin,2,0,Denver WCT,1976,Denver,Empty
5076,Jimmy Connors,Phil Dent,2,0,Denver WCT,1976,Denver,Empty
5077,Billy Martin,Ken Rosewall,2,1,Denver WCT,1976,Denver,Empty
5078,Raul Ramirez,Allan Stone,2,0,Denver WCT,1976,Denver,Empty
5079,Ross Case,Vitas Gerulaitis,2,0,Denver WCT,1976,Denver,Empty
5080,John Alexander,Fred McNair IV,2,1,Denver WCT,1976,Denver,Empty
5081,Brian Gottfried,Tony Roche,2,0,Denver WCT,1976,Denver,Empty
5082,Geoff Masters,Andrew Pattison,2,0,Denver WCT,1976,Denver,Empty
5083,Charlie Pasarell,Jeff Borowiak,2,1,Denver WCT,1976,Denver,Empty
5084,Wojtek Fibak,Ilie Nastase,2,0,Stockholm - WCT,1976,Stockholm,Empty
5085,Ilie Nastase,Adriano Panatta,2,0,Stockholm - WCT,1976,Stockholm,Empty
5086,Wojtek Fibak,Tom Okker,2,0,Stockholm - WCT,1976,Stockholm,Empty
5087,Wojtek Fibak,Guillermo Vilas,2,1,Stockholm - WCT,1976,Stockholm,Empty
5088,Adriano Panatta,Bjorn Borg,2,1,Stockholm - WCT,1976,Stockholm,Empty
5089,Ilie Nastase,Mark Edmondson,2,1,Stockholm - WCT,1976,Stockholm,Empty
5090,Tom Okker,Alex Metreveli,2,0,Stockholm - WCT,1976,Stockholm,Empty
5091,Guillermo Vilas,Karl Meiler,2,0,Stockholm - WCT,1976,Stockholm,Empty
5092,Bjorn Borg,Bob Giltinan,2,1,Stockholm - WCT,1976,Stockholm,Empty
5093,Ilie Nastase,Jan Kodes,2,0,Stockholm - WCT,1976,Stockholm,Empty
5094,Tom Okker,Dick Crealy,2,0,Stockholm - WCT,1976,Stockholm,Empty
5095,Mark Edmondson,Birger Andersson,2,0,Stockholm - WCT,1976,Stockholm,Empty
5096,Wojtek Fibak,Rolf Norberg,2,0,Stockholm - WCT,1976,Stockholm,Empty
5097,Alex Metreveli,Jan Zabrodsky,2,0,Stockholm - WCT,1976,Stockholm,Empty
5098,Adriano Panatta,Jiri Hrebec,2,0,Stockholm - WCT,1976,Stockholm,Empty
5099,Tom Gorman,Bob Carmichael,2,0,Sacramento,1976,Sacramento,Empty
5100,Bob Carmichael,Haroon Rahim,2,1,Sacramento,1976,Sacramento,Empty
5101,Tom Gorman,John Whitlinger,2,1,Sacramento,1976,Sacramento,Empty
5102,Bob Carmichael,Steve Krulevitz,2,1,Sacramento,1976,Sacramento,Empty
5103,Tom Gorman,Sherwood Stewart,2,0,Sacramento,1976,Sacramento,Empty
5104,Haroon Rahim,Mike Estep,2,1,Sacramento,1976,Sacramento,Empty
5105,John Whitlinger,James Chico Hagey,2,1,Sacramento,1976,Sacramento,Empty
5106,Bob Carmichael,Nick Saviano,2,1,Sacramento,1976,Sacramento,Empty
5107,Mike Estep,John James,2,0,Sacramento,1976,Sacramento,Empty
5108,Tom Gorman,Jeff Austin,2,0,Sacramento,1976,Sacramento,Empty
5109,James Chico Hagey,Syd Ball,2,0,Sacramento,1976,Sacramento,Empty
5110,Steve Krulevitz,Mike Cahill,2,1,Sacramento,1976,Sacramento,Empty
5111,Haroon Rahim,Jim McManus,2,0,Sacramento,1976,Sacramento,Empty
5112,Sherwood Stewart,Dean Martin,2,0,Sacramento,1976,Sacramento,Empty
5113,John Whitlinger,Peter Pearson,2,0,Sacramento,1976,Sacramento,Empty
5114,Paolo Bertolucci,Patrick Proisy,3,2,Florence,1976,Florence,Empty
5115,Paolo Bertolucci,Buster C. Mottram,2,1,Florence,1976,Florence,Empty
5116,Patrick Proisy,Colin Dibley,2,1,Florence,1976,Florence,Empty
5117,Buster C. Mottram,Balazs Taroczy,2,1,Florence,1976,Florence,Empty
5118,Patrick Proisy,Peter Szoke,2,0,Florence,1976,Florence,Empty
5119,Paolo Bertolucci,Patrice Dominguez,2,1,Florence,1976,Florence,Empty
5120,Colin Dibley,John Yuill,2,1,Florence,1976,Florence,Empty
5121,Buster C. Mottram,Frantisek Pala,2,0,Florence,1976,Florence,Empty
5122,Colin Dibley,Adriano Panatta,2,0,Florence,1976,Florence,Empty
5123,Patrick Proisy,Julian Ganzabal,2,1,Florence,1976,Florence,Empty
5124,Paolo Bertolucci,Antonio Zugarelli,2,0,Florence,1976,Florence,Empty
5125,Peter Szoke,Victor Pecci,0,0,Florence,1976,Florence,Empty
5126,Balazs Taroczy,Roberto Lombardi,2,0,Florence,1976,Florence,Empty
5127,John Yuill,Jairo Velasco Sr,2,0,Florence,1976,Florence,Empty
5128,Patrice Dominguez,Eric Deblicker,2,0,Florence,1976,Florence,Empty
5129,Buster C. Mottram,Jorge Andrew,2,0,Florence,1976,Florence,Empty
5130,Adriano Panatta,Ramiro Benavides,2,0,Florence,1976,Florence,Empty
5131,Patrick Proisy,Nicolas Kelaidis,2,0,Florence,1976,Florence,Empty
5132,Paolo Bertolucci,Henry Bunis,2,1,Florence,1976,Florence,Empty
5133,Victor Pecci,Pat Cramer,2,0,Florence,1976,Florence,Empty
5134,Eric Deblicker,Mark Edmondson,2,1,Florence,1976,Florence,Empty
5135,Balazs Taroczy,Russell Simpson,2,1,Florence,1976,Florence,Empty
5136,Jairo Velasco Sr,John Feaver,2,0,Florence,1976,Florence,Empty
5137,Colin Dibley,George Hardie,2,0,Florence,1976,Florence,Empty
5138,Patrice Dominguez,Tenny Svensson,2,0,Florence,1976,Florence,Empty
5139,Julian Ganzabal,Piero Toci,2,1,Florence,1976,Florence,Empty
5140,Roberto Lombardi,Byron Bertram,2,0,Florence,1976,Florence,Empty
5141,Frantisek Pala,Carlos Kirmayr,2,0,Florence,1976,Florence,Empty
5142,Peter Szoke,Jean-Francois Caujolle,2,0,Florence,1976,Florence,Empty
5143,John Yuill,Barry Phillips-Moore,2,0,Florence,1976,Florence,Empty
5144,Antonio Zugarelli,Elio Lito Alvarez,2,1,Florence,1976,Florence,Empty
5145,Bjorn Borg,Guillermo Vilas,3,1,Dallas WCT,1976,Dallas,Empty
5146,Bjorn Borg,Harold Solomon,2,1,Dallas WCT,1976,Dallas,Empty
5147,Guillermo Vilas,Dick Stockton,2,1,Dallas WCT,1976,Dallas,Empty
5148,Bjorn Borg,Eddie Dibbs,3,1,Dallas WCT,1976,Dallas,Empty
5149,Harold Solomon,Arthur Ashe,3,1,Dallas WCT,1976,Dallas,Empty
5150,Dick Stockton,Raul Ramirez,2,1,Dallas WCT,1976,Dallas,Empty
5151,Guillermo Vilas,Robert Lutz,3,1,Dallas WCT,1976,Dallas,Empty
5152,Manuel Orantes,Karl Meiler,2,1,Munich,1976,Munich,Empty
5153,Karl Meiler,Jan Kodes,2,1,Munich,1976,Munich,Empty
5154,Manuel Orantes,Hans Kary,2,0,Munich,1976,Munich,Empty
5155,Hans Kary,Mike Cahill,2,1,Munich,1976,Munich,Empty
5156,Jan Kodes,Juan Gisbert Sr,2,0,Munich,1976,Munich,Empty
5157,Karl Meiler,Jiri Hrebec,2,0,Munich,1976,Munich,Empty
5158,Manuel Orantes,Francois Jauffret,2,0,Munich,1976,Munich,Empty
5159,Mike Cahill,Ricardo Cano,2,0,Munich,1976,Munich,Empty
5160,Juan Gisbert Sr,Hans-Jurgen Pohmann,2,1,Munich,1976,Munich,Empty
5161,Jiri Hrebec,Roger Taylor,2,0,Munich,1976,Munich,Empty
5162,Francois Jauffret,Hans-Joachim Ploetz,2,0,Munich,1976,Munich,Empty
5163,Hans Kary,Birger Andersson,2,0,Munich,1976,Munich,Empty
5164,Jan Kodes,Dick Crealy,2,1,Munich,1976,Munich,Empty
5165,Karl Meiler,Manuel Santana,2,0,Munich,1976,Munich,Empty
5166,Manuel Orantes,Ulrich Pinner,2,1,Munich,1976,Munich,Empty
5167,Birger Andersson,Colin Dowdeswell,2,0,Munich,1976,Munich,Empty
5168,Mike Cahill,Jurgen Fassbender,2,1,Munich,1976,Munich,Empty
5169,Ricardo Cano,Zeljko Franulovic,2,1,Munich,1976,Munich,Empty
5170,Dick Crealy,Vladimir Zednik,2,0,Munich,1976,Munich,Empty
5171,Juan Gisbert Sr,Kim Warwick,2,0,Munich,1976,Munich,Empty
5172,Jiri Hrebec,Jose Higueras,2,1,Munich,1976,Munich,Empty
5173,Francois Jauffret,Nikola Pilic,2,0,Munich,1976,Munich,Empty
5174,Hans Kary,Corrado Barazzutti,2,1,Munich,1976,Munich,Empty
5175,Jan Kodes,Frank Gebert,2,0,Munich,1976,Munich,Empty
5176,Karl Meiler,John Lloyd,2,0,Munich,1976,Munich,Empty
5177,Manuel Orantes,Cliff Letcher,2,0,Munich,1976,Munich,Empty
5178,Ulrich Pinner,Georges Goven,2,0,Munich,1976,Munich,Empty
5179,Hans-Joachim Ploetz,Werner Zirngibl,2,1,Munich,1976,Munich,Empty
5180,Hans-Jurgen Pohmann,Paul Kronk,2,1,Munich,1976,Munich,Empty
5181,Manuel Santana,Ivan Molina,2,0,Munich,1976,Munich,Empty
5182,Roger Taylor,Klaus Eberhard,2,0,Munich,1976,Munich,Empty
5183,Jimmy Connors,Ken Rosewall,2,0,Las Vegas,1976,Las Vegas,Empty
5184,Jimmy Connors,Raymond Moore,2,0,Las Vegas,1976,Las Vegas,Empty
5185,Ken Rosewall,Brian Gottfried,2,1,Las Vegas,1976,Las Vegas,Empty
5186,Jimmy Connors,Cliff Richey,2,0,Las Vegas,1976,Las Vegas,Empty
5187,Brian Gottfried,Arthur Ashe,2,0,Las Vegas,1976,Las Vegas,Empty
5188,Ken Rosewall,Adriano Panatta,2,0,Las Vegas,1976,Las Vegas,Empty
5189,Raymond Moore,Roscoe Tanner,2,1,Las Vegas,1976,Las Vegas,Empty
5190,Jimmy Connors,Dick Stockton,2,0,Las Vegas,1976,Las Vegas,Empty
5191,Arthur Ashe,Stan Smith,2,1,Las Vegas,1976,Las Vegas,Empty
5192,Adriano Panatta,Robert Lutz,2,1,Las Vegas,1976,Las Vegas,Empty
5193,Roscoe Tanner,Tom Gorman,2,1,Las Vegas,1976,Las Vegas,Empty
5194,Ken Rosewall,Jeff Borowiak,2,0,Las Vegas,1976,Las Vegas,Empty
5195,Cliff Richey,John Newcombe,2,0,Las Vegas,1976,Las Vegas,Empty
5196,Brian Gottfried,Harold Solomon,2,1,Las Vegas,1976,Las Vegas,Empty
5197,Raymond Moore,Charlie Pasarell,2,1,Las Vegas,1976,Las Vegas,Empty
5198,Jimmy Connors,Thomaz Koch,2,0,Las Vegas,1976,Las Vegas,Empty
5199,Arthur Ashe,Anand Amritraj,2,0,Las Vegas,1976,Las Vegas,Empty
5200,Adriano Panatta,Haroon Rahim,2,1,Las Vegas,1976,Las Vegas,Empty
5201,Roscoe Tanner,Sherwood Stewart,2,1,Las Vegas,1976,Las Vegas,Empty
5202,Ken Rosewall,Bob Hewitt,2,0,Las Vegas,1976,Las Vegas,Empty
5203,John Newcombe,Erik Van Dillen,2,0,Las Vegas,1976,Las Vegas,Empty
5204,Harold Solomon,Jim McManus,2,0,Las Vegas,1976,Las Vegas,Empty
5205,Jeff Borowiak,Ross Case,2,0,Las Vegas,1976,Las Vegas,Empty
5206,Robert Lutz,Geoff Masters,2,0,Las Vegas,1976,Las Vegas,Empty
5207,Stan Smith,Roy Emerson,2,0,Las Vegas,1976,Las Vegas,Empty
5208,Brian Gottfried,Dick R. Bohrnstedt,2,1,Las Vegas,1976,Las Vegas,Empty
5209,Dick Stockton,Marty Riessen,2,0,Las Vegas,1976,Las Vegas,Empty
5210,Tom Gorman,Bob Carmichael,2,1,Las Vegas,1976,Las Vegas,Empty
5211,Cliff Richey,John Andrews,2,1,Las Vegas,1976,Las Vegas,Empty
5212,Raymond Moore,Dennis Ralston,2,0,Las Vegas,1976,Las Vegas,Empty
5213,Charlie Pasarell,Frank Sedgman,2,0,Las Vegas,1976,Las Vegas,Empty
5214,Wojtek Fibak,Manuel Orantes,3,1,Bournemouth,1976,Bournemouth,Empty
5215,Wojtek Fibak,Francois Jauffret,2,0,Bournemouth,1976,Bournemouth,Empty
5216,Manuel Orantes,Corrado Barazzutti,2,1,Bournemouth,1976,Bournemouth,Empty
5217,Corrado Barazzutti,Norman Holmes,2,0,Bournemouth,1976,Bournemouth,Empty
5218,Wojtek Fibak,Jean-Francois Caujolle,2,0,Bournemouth,1976,Bournemouth,Empty
5219,Francois Jauffret,Ivan Molina,2,0,Bournemouth,1976,Bournemouth,Empty
5220,Manuel Orantes,Hans Kary,2,0,Bournemouth,1976,Bournemouth,Empty
5221,Corrado Barazzutti,Jim Delaney,2,0,Bournemouth,1976,Bournemouth,Empty
5222,Jean-Francois Caujolle,Onny Parun,2,1,Bournemouth,1976,Bournemouth,Empty
5223,Wojtek Fibak,Antonio Munoz,2,0,Bournemouth,1976,Bournemouth,Empty
5224,Norman Holmes,Victor Amaya,2,1,Bournemouth,1976,Bournemouth,Empty
5225,Francois Jauffret,Manuel Santana,2,0,Bournemouth,1976,Bournemouth,Empty
5226,Hans Kary,Ricardo Cano,2,1,Bournemouth,1976,Bournemouth,Empty
5227,Ivan Molina,Chris Lewis,2,1,Bournemouth,1976,Bournemouth,Empty
5228,Manuel Orantes,Nikola Pilic,2,0,Bournemouth,1976,Bournemouth,Empty
5229,Victor Amaya,John Yuill,2,1,Bournemouth,1976,Bournemouth,Empty
5230,Corrado Barazzutti,Zeljko Franulovic,2,0,Bournemouth,1976,Bournemouth,Empty
5231,Ricardo Cano,Birger Andersson,2,0,Bournemouth,1976,Bournemouth,Empty
5232,Jean-Francois Caujolle,Dick Crealy,2,1,Bournemouth,1976,Bournemouth,Empty
5233,Jim Delaney,Jonathan Smith,2,0,Bournemouth,1976,Bournemouth,Empty
5234,Wojtek Fibak,Jairo Velasco Sr,2,1,Bournemouth,1976,Bournemouth,Empty
5235,Norman Holmes,John Whitlinger,2,0,Bournemouth,1976,Bournemouth,Empty
5236,Francois Jauffret,Mike Cahill,2,0,Bournemouth,1976,Bournemouth,Empty
5237,Hans Kary,Jorge Andrew,2,0,Bournemouth,1976,Bournemouth,Empty
5238,Chris Lewis,Nicola Spear,2,0,Bournemouth,1976,Bournemouth,Empty
5239,Ivan Molina,John Lloyd,2,0,Bournemouth,1976,Bournemouth,Empty
5240,Antonio Munoz,Gerald Battrick,2,1,Bournemouth,1976,Bournemouth,Empty
5241,Manuel Orantes,Victor Pecci,0,0,Bournemouth,1976,Bournemouth,Empty
5242,Onny Parun,Jun Kamiwazumi,2,0,Bournemouth,1976,Bournemouth,Empty
5243,Nikola Pilic,Colin Dibley,2,1,Bournemouth,1976,Bournemouth,Empty
5244,Manuel Santana,Sashi Menon,2,1,Bournemouth,1976,Bournemouth,Empty
5245,Gerald Battrick,Mark Edmondson,2,0,Bournemouth,1976,Bournemouth,Empty
5246,Ricardo Cano,Martin Robinson,2,0,Bournemouth,1976,Bournemouth,Empty
5247,Dick Crealy,Antonio Zugarelli,2,0,Bournemouth,1976,Bournemouth,Empty
5248,Colin Dibley,Jose Higueras,2,1,Bournemouth,1976,Bournemouth,Empty
5249,Zeljko Franulovic,Julian Ganzabal,2,1,Bournemouth,1976,Bournemouth,Empty
5250,Norman Holmes,John Feaver,2,1,Bournemouth,1976,Bournemouth,Empty
5251,Francois Jauffret,Colin Dowdeswell,2,1,Bournemouth,1976,Bournemouth,Empty
5252,Jun Kamiwazumi,Georges Goven,2,1,Bournemouth,1976,Bournemouth,Empty
5253,Hans Kary,Ramiro Benavides,2,1,Bournemouth,1976,Bournemouth,Empty
5254,Chris Lewis,Juan Gisbert Sr,2,0,Bournemouth,1976,Bournemouth,Empty
5255,Sashi Menon,Herve Gauvain,2,0,Bournemouth,1976,Bournemouth,Empty
5256,Ivan Molina,Patrice Dominguez,2,0,Bournemouth,1976,Bournemouth,Empty
5257,Manuel Orantes,Pat Cramer,2,0,Bournemouth,1976,Bournemouth,Empty
5258,Jonathan Smith,Kjell Johansson,2,0,Bournemouth,1976,Bournemouth,Empty
5259,Jairo Velasco Sr,Byron Bertram,2,1,Bournemouth,1976,Bournemouth,Empty
5260,John Yuill,Patrick Proisy,2,0,Bournemouth,1976,Bournemouth,Empty
5261,Eddie Dibbs,Manuel Orantes,3,2,Hamburg,1976,Hamburg,Empty
5262,Eddie Dibbs,Hans Kary,2,1,Hamburg,1976,Hamburg,Empty
5263,Manuel Orantes,Jaime Fillol Sr.,3,1,Hamburg,1976,Hamburg,Empty
5264,Eddie Dibbs,Jose Higueras,2,1,Hamburg,1976,Hamburg,Empty
5265,Jaime Fillol Sr.,Jiri Hrebec,2,0,Hamburg,1976,Hamburg,Empty
5266,Hans Kary,Balazs Taroczy,2,0,Hamburg,1976,Hamburg,Empty
5267,Manuel Orantes,Ulrich Pinner,2,0,Hamburg,1976,Hamburg,Empty
5268,Eddie Dibbs,Mark Edmondson,2,0,Hamburg,1976,Hamburg,Empty
5269,Jaime Fillol Sr.,Francois Jauffret,2,0,Hamburg,1976,Hamburg,Empty
5270,Jose Higueras,Patrice Dominguez,2,0,Hamburg,1976,Hamburg,Empty
5271,Jiri Hrebec,Eric Deblicker,2,1,Hamburg,1976,Hamburg,Empty
5272,Hans Kary,Kim Warwick,2,1,Hamburg,1976,Hamburg,Empty
5273,Manuel Orantes,Ivan Molina,2,0,Hamburg,1976,Hamburg,Empty
5274,Ulrich Pinner,Dick Crealy,2,0,Hamburg,1976,Hamburg,Empty
5275,Balazs Taroczy,Onny Parun,2,0,Hamburg,1976,Hamburg,Empty
5276,Dick Crealy,Victor Pecci,2,0,Hamburg,1976,Hamburg,Empty
5277,Eric Deblicker,Jun Kuki,2,0,Hamburg,1976,Hamburg,Empty
5278,Eddie Dibbs,Georges Goven,2,0,Hamburg,1976,Hamburg,Empty
5279,Patrice Dominguez,Wojtek Fibak,2,0,Hamburg,1976,Hamburg,Empty
5280,Mark Edmondson,Jurgen Fassbender,2,1,Hamburg,1976,Hamburg,Empty
5281,Jaime Fillol Sr.,Werner Zirngibl,2,1,Hamburg,1976,Hamburg,Empty
5282,Jose Higueras,Buster C. Mottram,2,1,Hamburg,1976,Hamburg,Empty
5283,Jiri Hrebec,Ricardo Cano,2,0,Hamburg,1976,Hamburg,Empty
5284,Francois Jauffret,Brian Fairlie,2,1,Hamburg,1976,Hamburg,Empty
5285,Hans Kary,Sashi Menon,2,0,Hamburg,1976,Hamburg,Empty
5286,Ivan Molina,Colin Dibley,2,0,Hamburg,1976,Hamburg,Empty
5287,Manuel Orantes,Kjell Johansson,2,1,Hamburg,1976,Hamburg,Empty
5288,Onny Parun,Gerald Battrick,2,1,Hamburg,1976,Hamburg,Empty
5289,Ulrich Pinner,Patrick Proisy,2,1,Hamburg,1976,Hamburg,Empty
5290,Balazs Taroczy,Colin Dowdeswell,2,0,Hamburg,1976,Hamburg,Empty
5291,Kim Warwick,Pat Cramer,2,0,Hamburg,1976,Hamburg,Empty
5292,Gerald Battrick,Hans-Jurgen Pohmann,2,1,Hamburg,1976,Hamburg,Empty
5293,Ricardo Cano,Peter Elter,2,0,Hamburg,1976,Hamburg,Empty
5294,Pat Cramer,Hans-Joachim Ploetz,2,0,Hamburg,1976,Hamburg,Empty
5295,Dick Crealy,Sherwood Stewart,2,0,Hamburg,1976,Hamburg,Empty
5296,Eric Deblicker,Belus Prajoux,2,0,Hamburg,1976,Hamburg,Empty
5297,Eddie Dibbs,Jim Delaney,2,0,Hamburg,1976,Hamburg,Empty
5298,Colin Dibley,Alvaro Betancur,2,0,Hamburg,1976,Hamburg,Empty
5299,Patrice Dominguez,Jairo Velasco Sr,2,0,Hamburg,1976,Hamburg,Empty
5300,Colin Dowdeswell,Ismail El Shafei,2,0,Hamburg,1976,Hamburg,Empty
5301,Mark Edmondson,Klaus Eberhard,2,0,Hamburg,1976,Hamburg,Empty
5302,Brian Fairlie,Paul Kronk,2,0,Hamburg,1976,Hamburg,Empty
5303,Jurgen Fassbender,Victor Amaya,2,0,Hamburg,1976,Hamburg,Empty
5304,Wojtek Fibak,John Yuill,2,0,Hamburg,1976,Hamburg,Empty
5305,Jaime Fillol Sr.,Jun Kamiwazumi,2,1,Hamburg,1976,Hamburg,Empty
5306,Georges Goven,Nicola Spear,2,0,Hamburg,1976,Hamburg,Empty
5307,Jose Higueras,Jean-Francois Caujolle,2,0,Hamburg,1976,Hamburg,Empty
5308,Jiri Hrebec,Vladimir Zednik,2,0,Hamburg,1976,Hamburg,Empty
5309,Francois Jauffret,Rolf Gehring,2,0,Hamburg,1976,Hamburg,Empty
5310,Kjell Johansson,Harald Elschenbroich,2,1,Hamburg,1976,Hamburg,Empty
5311,Hans Kary,Peter Szoke,2,0,Hamburg,1976,Hamburg,Empty
5312,Jun Kuki,Fred McNair IV,2,0,Hamburg,1976,Hamburg,Empty
5313,Sashi Menon,Juan Gisbert Sr,2,1,Hamburg,1976,Hamburg,Empty
5314,Ivan Molina,Barry Phillips-Moore,2,0,Hamburg,1976,Hamburg,Empty
5315,Buster C. Mottram,Grover Raz Reid,2,0,Hamburg,1976,Hamburg,Empty
5316,Manuel Orantes,Mike Cahill,2,0,Hamburg,1976,Hamburg,Empty
5317,Onny Parun,Antonio Munoz,2,0,Hamburg,1976,Hamburg,Empty
5318,Victor Pecci,Attila Korpas,2,0,Hamburg,1976,Hamburg,Empty
5319,Ulrich Pinner,Julian Ganzabal,2,1,Hamburg,1976,Hamburg,Empty
5320,Patrick Proisy,John Andrews,2,0,Hamburg,1976,Hamburg,Empty
5321,Balazs Taroczy,Frantisek Pala,2,1,Hamburg,1976,Hamburg,Empty
5322,Kim Warwick,Jan Kodes,2,0,Hamburg,1976,Hamburg,Empty
5323,Werner Zirngibl,Byron Bertram,2,0,Hamburg,1976,Hamburg,Empty
5324,Ilie Nastase,Arthur Ashe,3,2,WCT Challenge Cup,1976,Honolulu,United States
5325,Arthur Ashe,Ken Rosewall,3,1,WCT Challenge Cup,1976,Honolulu,United States
5326,Ilie Nastase,Bjorn Borg,3,2,WCT Challenge Cup,1976,Honolulu,United States
5327,Arthur Ashe,Raul Ramirez,2,1,WCT Challenge Cup,1976,Honolulu,United States
5328,Bjorn Borg,John Newcombe,3,1,WCT Challenge Cup,1976,Honolulu,United States
5329,Rod Laver,John Alexander,3,1,WCT Challenge Cup,1976,Honolulu,United States
5330,Ilie Nastase,Ken Rosewall,2,1,WCT Challenge Cup,1976,Honolulu,United States
5331,Arthur Ashe,John Newcombe,3,1,WCT Challenge Cup,1976,Honolulu,United States
5332,Bjorn Borg,Raul Ramirez,3,1,WCT Challenge Cup,1976,Honolulu,United States
5333,Ilie Nastase,Rod Laver,3,1,WCT Challenge Cup,1976,Honolulu,United States
5334,Ken Rosewall,John Alexander,3,1,WCT Challenge Cup,1976,Honolulu,United States
5335,Arthur Ashe,Bjorn Borg,2,1,WCT Challenge Cup,1976,Honolulu,United States
5336,Ilie Nastase,John Alexander,2,1,WCT Challenge Cup,1976,Honolulu,United States
5337,John Newcombe,Raul Ramirez,3,2,WCT Challenge Cup,1976,Honolulu,United States
5338,Ken Rosewall,Rod Laver,2,1,WCT Challenge Cup,1976,Honolulu,United States
5339,Adriano Panatta,Guillermo Vilas,3,1,Rome,1976,Rome,Empty
5340,Guillermo Vilas,Eddie Dibbs,2,1,Rome,1976,Rome,Empty
5341,Adriano Panatta,John Newcombe,2,1,Rome,1976,Rome,Empty
5342,Guillermo Vilas,Corrado Barazzutti,2,0,Rome,1976,Rome,Empty
5343,Adriano Panatta,Harold Solomon,2,1,Rome,1976,Rome,Empty
5344,Eddie Dibbs,Mark Edmondson,2,1,Rome,1976,Rome,Empty
5345,John Newcombe,Jan Kodes,2,0,Rome,1976,Rome,Empty
5346,Guillermo Vilas,Vitas Gerulaitis,2,0,Rome,1976,Rome,Empty
5347,Adriano Panatta,Zeljko Franulovic,2,0,Rome,1976,Rome,Empty
5348,Eddie Dibbs,Sherwood Stewart,2,1,Rome,1976,Rome,Empty
5349,Harold Solomon,Brian Gottfried,2,0,Rome,1976,Rome,Empty
5350,Jan Kodes,Jun Kuki,2,0,Rome,1976,Rome,Empty
5351,Mark Edmondson,Onny Parun,2,0,Rome,1976,Rome,Empty
5352,John Newcombe,Tomas Smid,2,1,Rome,1976,Rome,Empty
5353,Corrado Barazzutti,Fred McNair IV,2,0,Rome,1976,Rome,Empty
5354,Guillermo Vilas,Billy Martin,2,0,Rome,1976,Rome,Empty
5355,Adriano Panatta,Antonio Zugarelli,2,0,Rome,1976,Rome,Empty
5356,Eddie Dibbs,Victor Pecci,2,1,Rome,1976,Rome,Empty
5357,Fred McNair IV,Roscoe Tanner,2,0,Rome,1976,Rome,Empty
5358,Harold Solomon,Heinz Gunthardt,2,0,Rome,1976,Rome,Empty
5359,Jan Kodes,Elio Lito Alvarez,2,0,Rome,1976,Rome,Empty
5360,Onny Parun,Colin Dowdeswell,2,1,Rome,1976,Rome,Empty
5361,Brian Gottfried,Trey Waltke,2,1,Rome,1976,Rome,Empty
5362,Vitas Gerulaitis,Grover Raz Reid,2,0,Rome,1976,Rome,Empty
5363,John Newcombe,Chris Kachel,2,0,Rome,1976,Rome,Empty
5364,Corrado Barazzutti,Geoff Masters,2,0,Rome,1976,Rome,Empty
5365,Zeljko Franulovic,Ricardo Cano,2,0,Rome,1976,Rome,Empty
5366,Mark Edmondson,Julian Ganzabal,2,0,Rome,1976,Rome,Empty
5367,Jun Kuki,Ramiro Benavides,2,0,Rome,1976,Rome,Empty
5368,Tomas Smid,Steven Turner,2,0,Rome,1976,Rome,Empty
5369,Sherwood Stewart,Jorge Andrew,2,0,Rome,1976,Rome,Empty
5370,Guillermo Vilas,Victor Amaya,2,1,Rome,1976,Rome,Empty
5371,Tomas Smid,Raul Ramirez,2,0,Rome,1976,Rome,Empty
5372,Adriano Panatta,Kim Warwick,2,1,Rome,1976,Rome,Empty
5373,Eddie Dibbs,Belus Prajoux,2,1,Rome,1976,Rome,Empty
5374,Roscoe Tanner,Nikola Pilic,2,0,Rome,1976,Rome,Empty
5375,Harold Solomon,Alvaro Betancur,2,1,Rome,1976,Rome,Empty
5376,Jan Kodes,Steve Krulevitz,2,0,Rome,1976,Rome,Empty
5377,Onny Parun,Charlie Pasarell,2,0,Rome,1976,Rome,Empty
5378,Brian Gottfried,Norman Holmes,2,0,Rome,1976,Rome,Empty
5379,Vitas Gerulaitis,Martin Robinson,2,0,Rome,1976,Rome,Empty
5380,John Newcombe,Jun Kamiwazumi,2,0,Rome,1976,Rome,Empty
5381,Corrado Barazzutti,Carlos Kirmayr,2,1,Rome,1976,Rome,Empty
5382,Julian Ganzabal,Paolo Bertolucci,2,0,Rome,1976,Rome,Empty
5383,Ricardo Cano,Herve Gauvain,2,0,Rome,1976,Rome,Empty
5384,Elio Lito Alvarez,Jim Delaney,2,1,Rome,1976,Rome,Empty
